1 , "nom","lat","lon","adr1","adr2","adr3","adr4","tel","mail","web","intro","description","langues_nbr","langues","visite","activites_nbr","activites","services_nbr","services","url"
130 , "Le Vazereau","47.137888","0.202247","LE VAZEREAU","Le Vazereau","37500 LA ROCHE-CLERMAULT",,"02 47 93 18 89","fromagerie@levazereau.fr","http://www.levazereau.fr","<p>Elevage de chèvres et transformation fromagère. Visite de la chèvrerie, avec support vidéo pour la fromagerie. Dégustation de fromage accompagnée de vin de chinon (8 pers. minimum sur rendez-vous).</p>","Produits : Fromage AOC : AOC Sainte Maure de Touraine Groupes acceptés (jusqu'à 100 personnes)",0,,"oui",1,"Ferme découverte",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/le-vazereau-la-roche-clermault"
131 , "Spa Nature et santé du Relais du Plessis","47.019197","0.335182","RELAIS DU PLESSIS SPA RESORT","Route de Thuet - Coupure du Parc","37120 CHAVEIGNES",,"02 47 58 75 50","info@relaisduplessis.com","http://www.relaisduplessis.fr",,"Groupes acceptés (jusqu'à 50 personnes)",5,"Français Anglais Allemand Espagnol Italien",,3,"Balnéothérapie Centre de soins / Bien être Salle de remise en forme",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/spa-nature-et-sante-du-relais-du-plessis-chaveignes"
132 , "Domaine de la Noiraie","47.291901","0.22246","DELANOUE FRERES","19 rue du fort hudeau","37140 BENAIS",,"02 47 97 30 40","delanoue-freres@orange.fr","http://www.domaine-de-la-noiraie.com","<p>Ce domaine de 28 hectares situé sur la commune de Benais dans l'aire d'Appellation Bourgueil, est conduit depuis 1981 par Michel, Pascale et Jean-Paul Delanoue. Venez découvrir ce domaine au coeur du vignoble.</p>","Produits : Vins AOC : AOC Bourgueil - AOC Saint Nicolas de Bourgueil Groupes acceptés (jusqu'à 50 personnes)",3,"Français Anglais Espagnol","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-de-la-noiraie-benais"
133 , "Aventure Pêche 37","47.35006","0.449162","AVENTURE PECHE","24 route de Mazière","37130 CINQ-MARS-LA-PILE",,"02 47 96 46 85","aventurepeche37@club-internet.fr","http://www.aventure-peche-37.com","<p>Stages carnassiers sur le dernier fleuve sauvage de France. Stage de pêche pour les jeunes de 5 jours/4 nuits sur les îles de la Loire. Encadrement par un guide moniteur de pêche professionnel. Le spécialiste du silure en Touraine. Stages pour adultes, en journée et le week-end.</p>","Groupes acceptés (jusqu'à 12 personnes)",1,"Anglais",,3,"Activités pour les enfants(10) Activités pour les familles Pêche",1,"Animations thématiques spécifiques","http://www.touraineloirevalley.com/dormir-manger-sortir/activites/aventure-peche-37-cinq-mars-la-pile"
134 , "La Closerie de Chanteloup","47.413326","0.984407","37400 AMBOISE",,,,"09 65 03 38 31","closdechanteloup@orange.fr","http://www.closeriedechanteloup.com",,"AOC : AOC Montlouis - AOC Touraine - AOC Touraine Amboise",0,,,0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/la-closerie-de-chanteloup-amboise"
135 , "Vert-Event","47.400114","0.979882","VERT EVENT","12 avenue Emile Gounin","37400 AMBOISE",,"02 72 72 54 44","contact@location-velo.fr","http://www.location-velo.fr","<p>Location de vélos électriques, de vélos classiques, grands voyageurs, VTT. Transfert de bagages, mise à disposition sur site ou chez votre hébergeur.</p>",,0,,,1,"Cyclotourisme VTT",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/vert-event-amboise"
136 , "Base de loisirs de Chemillé-sur-Indrois","47.161242","1.16535","PLAN D'EAU DE CHEMILLE SUR INDROIS","37460 CHEMILLE-SUR-INDROIS",,,"02 47 92 60 75","mairie-chemille-sur-indrois@wanadoo.fr",,"<p>Plan d'eau sur les bords de l'Indrois: plage avec activités voile, pédalo, canot, barque, pêche, tennis...</p>",,0,,,3,"Plage surveillée Plan d'eau rivière",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/base-de-loisirs-de-chemille-sur-indrois-chemille-sur-indrois"
137 , "Atelier les dentelles d'isabelle","47.409499","0.757301","LES DENTELLES D'ISABELLE","18 rue du Moulin","37210 ROCHECORBON",,"02 36 70 63 22","lesdentellesdisabelle@live.fr",,"<p>Professionnelle en application de dentelles anciennes. Artisan/Créateur de linge de maison et objets de décoration. Cours de broderie et couture fine avec un enseignement sur l'historique de la dentelle, des étoffes anciennes, du costume féminin de 1850 à 1940.</p>",,0,,,2,"Activités pour les enfants(12 ans) Travaux d'aiguille",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/atelier-les-dentelles-d-isabelle-rochecorbon"
138 , "Val de l'Indre Canoë Kayak","47.286057","0.737711","VAL DE L'INDRE CANOE KAYAK","Base nautique","37250 VEIGNE",,"02 47 73 13 19","veigne.canoe@wanadoo.fr","http://www.levick.fr","<p>Location de canoës-kayaks en juillet et août, organisation de stages découvertes pour les jeunes. Prestations pour les comités d'entreprises.</p>","Groupes acceptés (jusqu'à 100 personnes)",2,"Français Anglais",,3,"Activités pour les enfants(8 ans) Activités pour les familles Canoé kayak",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/val-de-l-indre-canoe-kayak-veigne"
139 , "Domaine de Beauséjour","47.152247","0.380056","EARL Gérard & David CHAUVEAU","Domaine de Beauséjour","37220 PANZOULT",,"02 47 58 64 64","info@domainedebeausejour.com","http://www.domainedebeausejour.com","<p>A 11 km de Chinon, le domaine de Beauséjour, (93 ha), comprend d'un seul tenant 27ha de vignes situés plein sud sur le coteau rive droite de la Vienne. ,La propriété et les premières plantations ont été crée en 1969 avec un chai de 500m² et 150m de caves galeries par Gérard CHAUVEAU, architecte DPLG et urbaniste. Le domaine a gardé son esprit familial puisque la dynamique Marie-Claude vous accueille et que David, le fils maître de chai, vinifie. ,Et pour profiter pleinement de ce havre de paix nos chambres d’hôtes et gîte sont à votre disposition.</p>","Produits : Vins AOC : AOC Chinon",1,"Anglais","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-de-beausejour-panzoult"
140 , "Arlys - Fabricant de canapés et fauteuils","47.167296","0.240385","ARLYS","Z-I Nord","8 rue Rolland Pillain","37500 CHINON","02 47 98 00 65","arlys.falgarone@free.fr","http://www.canape-arlys.fr","<p>Fabrication de canapés et fauteuils haut-de-gamme en standard ou sur-mesure. Fabrication artisanale intégralement réalisée dans nos ateliers de Chinon (utilisation de savoir-faire en tapisserie, ébénisterie, menuiserie, vernissage, sellerie).</p>","Groupes acceptés (jusqu'à 20 personnes)",2,"Anglais Italien",,1,"Tissage",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/arlys-fabricant-de-canapes-et-fauteuils-chinon"
141 , "Ambacia","47.330545","1.088686","AMBACIA","Maison Eclusière","BP 4","37150 CHISSEAUX","02 47 23 98 64","contact@labelandre.com","http://www.labelandre.com","<p>Croisière commentée sur le Cher en gabare (bateau traditionnel). Passage sous les arches du somptueux château Renaissance de Chenonceau. Possibilité dégustation de produits du terroir pour les groupes à partir de 20 personnes.</p>","Groupes acceptés (jusqu'à 160 personnes)",1,"Anglais",,1,"Bateaux promenade",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/ambacia-chisseaux"
142 , "La Clémence","47.318601","0.426486","ASSOCIATION DES BATELIERS DU RIDELLOIS","6, rue des Echarlottes","37130 LA CHAPELLE-AUX-NAUX",,"02 47 96 57 36","bateliersduridellois@yahoo.fr",,"<p>Promenades sur la Loire à bord d'un bateau traditionnel. Découverte de la faune. Explications sur le fonctionnement de la batellerie au XIXe siècle.</p>","Groupes acceptés (jusqu'à 8 personnes)",0,,,1,"Bateaux promenade",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/la-clemence-la-chapelle-aux-naux"
143 , "Point de dépôt Loire Vélo Nature","47.394707","0.688711","LOIRE VELO NATURE","Best Western Central Hôtel","21 rue Berthelot","37000 TOURS",,"contact@loirevelonature.com","http://www.loirevelonature.com","<p>Vous pouvez prendre des vélos à cette adresse et les restituer dans un tout autre lieu. Pour toute demande, nos vélos sont disponibles directement chez nos partenaires, répartis tout au long de l'itinéraire de « La Loire à Vélo ». Afin de vous garantir un service ainsi que des bicyclettes et accessoires adaptés à vos besoins, nous vous invitons à les réserver auprès de notre centrale au 0033 (0)6 03 89 23 14 (bilingue anglais et allemand). Chaque vélo loué comprend un antivol et une bombe anti-crevaison. Un kit comprenant une lumière supplémentaire et une trousse de réparation est fourni gratuitement en plus, pour chaque location supérieure à une journée. Un grand choix d'accessoires et équipements est disponible à la location.</p>","Groupes acceptés (jusqu'à 200 personnes)",1,"Anglais",,3,"Activités pour les enfants(3mois) Activités pour les familles Cyclotourisme",3,"Livraison de vélos Réparation vélos Transfert de bagages","http://www.touraineloirevalley.com/dormir-manger-sortir/activites/point-de-depot-loire-velo-nature-tours"
144 , "Alain Joulin et Fils","47.353897","0.914581","Alain Joulin et Fils","58 rue de Chenonceaux","37270 SAINT-MARTIN-LE-BEAU",,"02 47 50 28 49","alain.joulin@wanadoo.fr","http://www.domaine-joulin.com","<p>Au cœur du Val de Loire, notre domaine est localisé à Saint Martin le Beau, petite commune situé à 20 km de Tours. Avec mes deux fils, nous exploitons un vignoble de 12 hectares et produisons des vins de l’AOC Montlouis sur Loire : blanc sec, demi-sec, moelleux et pétillant que ,nous serons ravis de vous faire découvrir.</p>","Produits : Vins AOC : AOC Montlouis - AOC Touraine Groupes acceptés (jusqu'à 50 personnes)",0,,"oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/alain-joulin-et-fils-saint-martin-le-beau"
145 , "Point de dépôt Loire Vélo Nature","47.295845","0.3546","LOIRE VELO NATURE","Hôtel Best Western Le Vinci Loire Valley","12 avenue Emile Gounin","37400 AMBOISE","06 03 89 23 14","contact@loirevelonature.com","http://www.loirevelonature.com","<p>Activités de plein air (vélos, canoës, ânes bâtés, Aquacycles, randonnées pédestres, GPS adventure...). Découverte de l'environnement, animations et écotourisme. Excursions accompagnées sur la Loire. Intervention entre Blois et Angers pour les cyclotouristes et passionnés de nature. label Tourisme et Handicap pour l’activité « Randonnées et animations avec ânes bâtés ».</p>","Groupes acceptés (jusqu'à 200 personnes)",2,"Français Anglais",,3,"Activités pour les enfants(naissance) Activités pour les familles Anes porteurs Canoé kayak Cyclotourisme Randonnée pédestre VTT",5,"Animations thématiques spécifiques Boutiques Livraison de vélos Réparation vélos Transfert de bagages","http://www.touraineloirevalley.com/dormir-manger-sortir/activites/point-de-depot-loire-velo-nature-amboise"
146 , "Domaine Les Loges de la Folie","47.392649","0.890319","DOMAINE LES LOGES DE LA FOLIE","21 rue des Rocheroux-Husseau","37270 MONTLOUIS-SUR-LOIRE",,"02 47 45 18 30","contact@les-loges-de-la-folie.com","http://www.les-loges-de-la-folie.com","<p>Nous cultivons en viticulture biologique 7 hectares de vignes. Différentes prestations oenotouristiques vous permettent de découvrir notre univers : dégustation commentée au pied des vignes, balade en calèche, assiette vigneronne et même canoë !</p>","Produits : Vins AOC : AOC Montlouis",2,"Français Anglais",,0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-les-loges-de-la-folie-montlouis-sur-loire"
147 , "Domaine Charles Pain","47.141575","0.368578","Domaine Charles Pain","Chézelet","37220 PANZOULT",,"02 47 93 06 14","charles.pain@wanadoo.fr","http://www.charlespain.com","<p>Le Domaine Charles Pain, reconnu Cave d'excellence, représente 29 hectares de vignes situées au coeur de la Touraine sur la rive droite de la Vienne et à l'est de la ville de Chinon. Venez découvrir les vins de la propriété dans la charmante salle de dégustation souterraine aménagée pour votre confort. Vous pouvez également louer la salle de réception dans laquelle se trouve un magnifique four à pain !</p>","Produits : Vins AOC : AOC Chinon Groupes acceptés (jusqu'à 50 personnes)",1,"Anglais","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-charles-pain-panzoult"
148 , "Ball trap club des Bruyères de Tours","47.181048","0.809662","BALL TRAP CLUB DES BRUYERES DE TOURS","Les Trizaies","37310 TAUXIGNY",,"02 47 94 11 88","didier.bardou@orange.fr",,"<p>Initiation et pratique du ball trap, loisir et compétition.</p>","Groupes acceptés (jusqu'à 24 personnes)",1,"Anglais",,1,"Tir",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/ball-trap-club-des-bruyeres-de-tours-tauxigny"
149 , "Institut de Touraine","47.391677","0.683593","INSTITUT D'ETUDES FRANCAISES DE TOURAINE","BP 72047","1 rue de la Grandière","37020 TOURS","02 47 05 76 83","contact@institutdetouraine.com","http://www.institutdetouraine.com","<p>Cours de français général et de français de spécialité - stages pour professeur de français - École ouverte toute l'année - formules de 1 semaine à 12 mois. Centre d'examen agréé. Un des plus anciens instituts de langue de France.</p>","Groupes acceptés (jusqu'à 100 personnes)",4,"Français Anglais Allemand Espagnol",,1,"Cours de langue Cours de langue",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/institut-de-touraine-tours"
150 , "Golf de Loches Verneuil","47.057883","1.045085","GOLF DE LOCHES VERNEUIL","21, la Capitainerie","37600 VERNEUIL-SUR-INDRE",,"02 47 94 79 48","golf.verneuil@wanadoo.fr","http://www.golf-lochesverneuil.fr","<p>Parcours technique ""9 trous sur 25 ha"" dans un cadre agréable, respectant l'environnement dans sa gestion, sa forme, ses contours et sa végétation. Ce golf convivial accueille aussi bien les joueurs débutants que confirmés. Practice de 10 postes, cours dispensés par un enseignant diplômé d'Etat.</p>","Groupes acceptés (jusqu'à 20 personnes)",1,"Anglais",,1,"Golf",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/golf-de-loches-verneuil-verneuil-sur-indre"
151 , "Guinguette de Lulu Parc","47.407241","0.743797","GUINGUETTE DE LULU PARC","19 quai de la Loire","37210 ROCHECORBON",,"02 47 52 54 87","lulu.parc@wanadoo.fr","http://www.luluparc.com",,,0,,,3,"Activités pour les enfants Activités pour les familles Guinguette",1,"Espace jeux","http://www.touraineloirevalley.com/dormir-manger-sortir/activites/guinguette-de-lulu-parc-rochecorbon"
152 , "Golf de Touraine","47.3415","0.613269","GOLF DE TOURAINE","Château de la Touche","37510 BALLAN-MIRE",,"02 47 53 20 28","golf.touraine@wanadoo.fr","http://www.golfdetouraine.com",,"Groupes acceptés (jusqu'à 80 personnes)",2,"Français Anglais",,1,"Golf",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/golf-de-touraine-ballan-mire"
153 , "Base ulm des châteaux","47.19153","1.041943","BASE ULM DES CHATEAUX","19 route de Tours (RD976)","37150 FRANCUEIL",,"06 76 09 20 78","contact@val-tour-air.com","http://www.val-tour-air.com","<p>Vols touristiques et école de pilotage en ULM 3 axes.</p>","Groupes acceptés (jusqu'à 15 personnes)",2,"Anglais Espagnol",,2,"Activités pour les familles ULM",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/base-ulm-des-chateaux-francueil"
154 , "Latitude Nordique","46.948501","0.414063","LATITUDE NORDIQUE","10 grande Rue","37120 JAULNAY",,"02 47 95 64 85","latitudenordique@yahoo.fr","http://www.latitudenordique.weebly.com","<p>Organisation de baptêmes en chiens de traineaux, cani-randos récréatives (marche nordique avec un chien relié en ceinture).</p>","Groupes acceptés (jusqu'à 25 personnes)",1,"Anglais",,3,"Activités pour les enfants(7) Activités pour les familles Attelage Randonnée pédestre",1,"Animations thématiques spécifiques","http://www.touraineloirevalley.com/dormir-manger-sortir/activites/latitude-nordique-jaulnay"
155 , "Parc de loisirs de Descartes","46.97024","0.700736","PARC DE LOISIRS DE DESCARTES","Allée Léo Lagrange","37160 DESCARTES",,"02 47 92 42 20","otm@ville-descartes.fr","http://www.ville-descartes.fr","<p>Espace aquatique (grand bassin, espace couvert, pataugeoire, jacuzzi, spa, aquagym et activités diverses), base nautique, mini-golf, tennis, pétanque, aire de jeu et aire de pique-nique, mini-parc animalier.</p>","Groupes acceptés (jusqu'à 25 personnes)",1,"Anglais",,6,"Jeux pour enfants Mini golf Piscine Plan d'eau rivière Tennis",1,"Espace jeux","http://www.touraineloirevalley.com/dormir-manger-sortir/activites/parc-de-loisirs-de-descartes-descartes"
